val_loss,val_accuracy,val_iou,val_precision,val_recall,val_f1score,epoch,step,train_loss,train_accuracy,train_iou,train_precision,train_recall,train_f1score,test_loss,test_accuracy,test_iou,test_precision,test_recall,test_f1score
,,,,,,9,809,0.3688068985939026,0.9485708475112915,0.718252420425415,0.819998562335968,0.819998562335968,0.819998562335968,,,,,,
0.3617752194404602,0.9585816264152527,0.7626891136169434,0.8550359606742859,0.8550359606742859,0.8550359606742859,10,890,,,,,,,,,,,,
,,,,,,10,890,0.3497526943683624,0.949380099773407,0.721308171749115,0.8228296637535095,0.8228296637535095,0.8228296637535095,,,,,,
0.3695485591888428,0.9590369462966919,0.7659090757369995,0.8566291928291321,0.8566291928291321,0.8566291928291321,11,971,,,,,,,,,,,,
,,,,,,11,971,0.3439733386039734,0.9548612833023071,0.7451940178871155,0.842014491558075,0.842014491558075,0.842014491558075,,,,,,
0.3416305184364319,0.9598574638366699,0.7675095796585083,0.8595011830329895,0.8595011830329895,0.8595011830329895,12,1052,,,,,,,,,,,,
,,,,,,12,1052,0.3221387565135956,0.959728479385376,0.7692413330078125,0.8590496778488159,0.8590496778488159,0.8590496778488159,,,,,,
0.33464354276657104,0.9627677202224731,0.7802450656890869,0.8696867823600769,0.8696867823600769,0.8696867823600769,13,1133,,,,,,,,,,,,
,,,,,,13,1133,0.3182814419269562,0.9608669281005859,0.7742037177085876,0.8630345463752747,0.8630345463752747,0.8630345463752747,,,,,,
0.32261744141578674,0.9621633291244507,0.7774934768676758,0.8675716519355774,0.8675716519355774,0.8675716519355774,14,1214,,,,,,,,,,,,
,,,,,,14,1214,0.2953747808933258,0.9622043967247009,0.7811205983161926,0.8677155375480652,0.8677155375480652,0.8677155375480652,,,,,,
0.3630204200744629,0.9644532203674316,0.7876275777816772,0.8755865097045898,0.8755865097045898,0.8755865097045898,15,1295,,,,,,,,,,,,
,,,,,,15,1295,0.3131539225578308,0.9628719091415405,0.7847920060157776,0.8700512051582336,0.8700512051582336,0.8700512051582336,,,,,,
0.35840940475463867,0.961675763130188,0.7780148386955261,0.8658653497695923,0.8658653497695923,0.8658653497695923,16,1376,,,,,,,,,,,,
,,,,,,16,1376,0.2900719940662384,0.9659227132797241,0.799308717250824,0.880729615688324,0.880729615688324,0.880729615688324,,,,,,
0.3305557668209076,0.9638155698776245,0.7866599559783936,0.8733545541763306,0.8733545541763306,0.8733545541763306,17,1457,,,,,,,,,,,,
,,,,,,17,1457,0.29407963156700134,0.9651994109153748,0.7958472967147827,0.8781981468200684,0.8781981468200684,0.8781981468200684,,,,,,
0.36772382259368896,0.960314154624939,0.7739388942718506,0.8610994219779968,0.8610994219779968,0.8610994219779968,18,1538,,,,,,,,,,,,
,,,,,,18,1538,0.2756388187408447,0.9681149125099182,0.8098062872886658,0.8884018659591675,0.8884018659591675,0.8884018659591675,,,,,,
0.3786699175834656,0.963969349861145,0.7887941598892212,0.8738929629325867,0.8738929629325867,0.8738929629325867,19,1619,,,,,,,,,,,,
,,,,,,19,1619,0.2848515510559082,0.9676033854484558,0.8093576431274414,0.8866112232208252,0.8866112232208252,0.8866112232208252,,,,,,
0.3499879837036133,0.9609633684158325,0.7746044397354126,0.863371729850769,0.863371729850769,0.863371729850769,20,1700,,,,,,,,,,,,
,,,,,,20,1700,0.2857551574707031,0.9696332812309265,0.818030834197998,0.8937166929244995,0.8937166929244995,0.8937166929244995,,,,,,
0.31632930040359497,0.9621379971504211,0.7790576815605164,0.8674827814102173,0.8674827814102173,0.8674827814102173,21,1781,,,,,,,,,,,,
,,,,,,21,1781,0.27099543809890747,0.9692729711532593,0.8173099756240845,0.8924546241760254,0.8924546241760254,0.8924546241760254,,,,,,
0.3215133547782898,0.9578759074211121,0.761963427066803,0.8525654673576355,0.8525654673576355,0.8525654673576355,22,1862,,,,,,,,,,,,
,,,,,,22,1862,0.2833685576915741,0.9692344665527344,0.817335844039917,0.8923206925392151,0.8923206925392151,0.8923206925392151,,,,,,
0.3308980464935303,0.960868239402771,0.7733083963394165,0.8630388379096985,0.8630388379096985,0.8630388379096985,23,1943,,,,,,,,,,,,
,,,,,,23,1943,0.27564775943756104,0.9708377718925476,0.8261354565620422,0.8979325890541077,0.8979325890541077,0.8979325890541077,,,,,,
0.3576253056526184,0.9598057866096497,0.7725195288658142,0.8593200445175171,0.8593200445175171,0.8593200445175171,24,2024,,,,,,,,,,,,
,,,,,,24,2024,0.26703423261642456,0.9717105031013489,0.8292304873466492,0.900986909866333,0.900986909866333,0.900986909866333,,,,,,
0.3524724245071411,0.9633691906929016,0.7867614030838013,0.8717918395996094,0.8717918395996094,0.8717918395996094,25,2105,,,,,,,,,,,,
,,,,,,25,2105,0.25362491607666016,0.9731690883636475,0.8371419310569763,0.9060918092727661,0.9060918092727661,0.9060918092727661,,,,,,
0.3791693150997162,0.9656051397323608,0.797135055065155,0.8796180486679077,0.8796180486679077,0.8796180486679077,26,2186,,,,,,,,,,,,
,,,,,,26,2186,0.25364503264427185,0.9730253219604492,0.8375557661056519,0.9055893421173096,0.9055893421173096,0.9055893421173096,,,,,,
0.3189806044101715,0.9593456983566284,0.7696990370750427,0.8577098846435547,0.8577098846435547,0.8577098846435547,27,2267,,,,,,,,,,,,
,,,,,,27,2267,0.2508397698402405,0.9738082885742188,0.8401466608047485,0.9083293676376343,0.9083293676376343,0.9083293676376343,,,,,,
0.34214672446250916,0.9634772539138794,0.78862464427948,0.8721702694892883,0.8721702694892883,0.8721702694892883,28,2348,,,,,,,,,,,,
,,,,,,28,2348,0.24894027411937714,0.9741395115852356,0.8435544371604919,0.9094894528388977,0.9094894528388977,0.9094894528388977,,,,,,
0.3376111388206482,0.9627516865730286,0.7835878133773804,0.8696306347846985,0.8696306347846985,0.8696306347846985,29,2429,,,,,,,,,,,,
,,,,,,29,2429,0.25863468647003174,0.9755814671516418,0.8490946888923645,0.9145348072052002,0.9145348072052002,0.9145348072052002,,,,,,
,,,,,,30,2430,,,,,,,0.2937585413455963,0.9630420804023743,0.7866048216819763,0.8706473112106323,0.8706473112106323,0.8706473112106323
,,,,,,30,2430,,,,,,,0.2779912054538727,0.9629433751106262,0.7846923470497131,0.8703019618988037,0.8703019618988037,0.8703019618988037
